name,videoUrl,imageUrl,instruction,componentIds,categories,prescriptions,patterns,bodyRegions,equipment,loadingSides,locations,liftPriorities,movementDirections,Column1,disabled
ISO Squat Push 135° - FD,https://iamaspire.aspire.qa/ExerciseVideo/ISO Squat Push 135° - FD.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_ac77b79d-9c50-4df2-9126-425940a459e2.png,Feet shoulder-width apart. Get into position of squat with knees at 130°. Push the floor down with max. intent and maintain full-body tension.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,,bilateral,gym,supplemental,,,TRUE
ISO Squat w Calf Raises - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/ISO Squat w Calf Raises - Landmine.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_b60107ae-fd64-4cf4-822e-5bb099f607b5.png,Knees bent around 90-110°. Hold the position of squat and perform controlled calf raises. Focus on pressing through the big toe.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,functional:harness,bilateral,gym,assistance,,,TRUE
ITB - FoamRoller,https://iamaspire.aspire.qa/ExerciseVideo/ITB - FoamRoller.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_5d743006-b7fc-4867-881b-c454f33508b3.png,Search trigger points|| push on it keeping the pressure constant. Scale of pain out of 10 never more than 8 release it until 3-4.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,lower,,,"pitch,gym,mobile",corrective,,,TRUE
Jumping Jacks,https://iamaspire.aspire.qa/ExerciseVideo/Jumping Jacks.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_bcb6719f-bba6-43a8-9a29-6034d0dfa5a3.png,Stand upright with your legs together|| arms at your sides. Bend your knees slightly|| and jump into the air. As you jump|| spread your legs to be about shoulder-width apart. Stretch your arms out and over your head. Jump back to starting position,coordination:reaction,strength:corrective:spine,ext-load-bil,jump,"total,lower",,bilateral,"gym,pitch,mobile",assistance,lateral,,TRUE
Kettlebell Swing - KB,https://iamaspire.aspire.qa/ExerciseVideo/Kettlebell Swing - KB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_8f9f792f-0c6e-44dd-a444-a8ed60c40964.png,Feet shoulder-width apart. Break at the hip. Drive hips forward explosively. Arms are relaxed. Don't squat!,strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,lower,strength:barbells:olympic,bilateral,"pitch,gym,mobile",supplemental,,,TRUE
Knee to Wall Ankle Mobility,https://iamaspire.aspire.qa/ExerciseVideo/Knee to Wall Ankle Mobility.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_eb3a2b5f-1aac-47fe-92ee-3e04b41c39e3.png,Create foot arch before the start of the exercise. Knee should go forward and align with 2nd and 3rd toe. Heel remains on the floor.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,lower,bodyweight:pull-up-bar,,"pitch,gym,mobile",corrective,,,TRUE
Kneeling High Plank w Hand Reach,https://iamaspire.aspire.qa/ExerciseVideo/Kneeling High Plank w Hand Reach.mp4,,"Squeeze glutes, engage core. Hands under the shoulder actively pressing into the floor. Slowly extend one arm straight and hold for 2sec. Keep hips square - no shifting or rotating.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,crawl,core,bodyweight:pull-up-bar,quadruped,"gym,pitch,mobile",corrective,,,TRUE
Kneeling Jump,https://iamaspire.aspire.qa/ExerciseVideo/Kneeling Jump.mp4,,"Quick counter movement by dropping hips slightly back, then explosively drive hips forward and up. Arm swing to aid lift-off.",strength:power:jumping,strength:corrective:spine,ext-load-bil,dl-hinge,lower,free-weight:external-load,bilateral,"gym,pitch,mobile",supplemental,linear,,TRUE
Kneeling Push Up,https://iamaspire.aspire.qa/ExerciseVideo/Kneeling Push Up.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_deeaa90f-b2f4-4cd8-8bdd-60f121fd3d59.png,"Straight line from knees to shoulders. Hands outside shoulder-width, elbows slightly angled at 45°. Core braced and glutes lightly engaged. Chest to the floor.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,press,"upper,core",bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",corrective,,,TRUE
Kneeling Rollout - YB,https://iamaspire.aspire.qa/ExerciseVideo/Kneeling Rollout - YB.mp4,,Glutes engaged; pelvis tucked slightly. Go as far as you can without losing core control.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,core,strength:barbells:olympic,bilateral,"pitch,gym,mobile",assistance,,,TRUE
Kneeling to Broad Jump,https://iamaspire.aspire.qa/ExerciseVideo/Kneeling to Broad Jump.mp4,,"Quick counter movement by dropping hips slightly back, then explosively drive hips forward and up. Arm swing to aid lift-off. When on your feet quickly continue to max. broad jump.",strength:power:jumping,strength:corrective:spine,ext-load-bil,dl-hinge,lower,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",supplemental,,,FALSE
L Shoulder Raise - DB,https://iamaspire.aspire.qa/ExerciseVideo/L Shoulder Raise - DB.mp4,,"Stable stance, core braced, shoulders back and down, elbows slightly bent. One arm goes straight in front, other arm to the side at the same time. Control the tempo.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,upper,,bilateral,"gym,mobile",assistance,,,TRUE
Landmine Twist,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,,,,,,,,TRUE
Lateral Bound [stick],https://iamaspire.aspire.qa/ExerciseVideo/Lateral Bound [stick].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_09054cb8-afd7-470f-8d70-faa7d6fa339d.png,Chest out and squeeze the core. Align hip|| knee and ankle. Violently push laterally off the ground and stick with good control. Relax and repeat with other leg.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,monopedal,"gym,pitch,mobile",supplemental,lateral,,TRUE
Lateral Bound [stick] - EC,https://iamaspire.aspire.qa/ExerciseVideo/Lateral Bound [stick] - EC.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_51d76a47-1d33-447d-abc1-9510d25d7295.png,Trunk lean forward|| hip & knee semi-flexed. Chest out|| squeeze the core. Violently push laterally off the ground and stick with good control.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,,monopedal,"pitch,gym",supplemental,lateral,,TRUE
Lateral Bound to Chest Throw - MB,https://iamaspire.aspire.qa/ExerciseVideo/Lateral Bound to Chest Throw - MB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_5954ae77-0890-4062-8f0c-99f48d9a78d7.png,"Small bound to the side, loading the hip and then explosive lateral bound towards the wall and simultaneously throwing the ball from chest.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,,"total,lower,upper",strength:kettlebells,monopedal,"pitch,gym",supplemental,torsional,,TRUE
Lateral Bound to Hip Torsional Throw - MB,https://iamaspire.aspire.qa/ExerciseVideo/Lateral Bound to Hip Torsional Throw - MB.mp4,,"Small bound to the side, loading the hip and then explosive torsio-lateral bound towards the wall with simultaneous ball toss.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,"total,lower,core",free-weight:external-load,monopedal,"pitch,gym",supplemental,torsional,,TRUE
Lateral Bounds,https://iamaspire.aspire.qa/ExerciseVideo/Lateral Bounds.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_d5fb7328-5d14-486e-9c6a-2d95aff8d152.png,Bend knees slightly and drop hips. Drive aggressively off outside edge of foot to jump for distance to the side. Perform continuously.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,jump,lower,,monopedal,"pitch,gym,mobile",assistance,lateral,,TRUE
Lateral Box Step Up,https://iamaspire.aspire.qa/ExerciseVideo/Lateral Box Step Up.mp4,,Drive through the box leg! Keep torso tall and stacked over your hips.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,strength:kettlebells,monopedal,"pitch,gym,mobile",assistance,,,TRUE
Lateral Box Step Up Accel - FW[V12],https://iamaspire.aspire.qa/ExerciseVideo/Lateral Box Step Up Accel - FW[V12].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_ba2a2955-2db5-4a4f-94a0-5839cc44130f.png,Drive through the box leg and help yourself with one arm on CON phase. ECC try to control. Keep torso tall and stacked over your hips.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,functional:box,monopedal,gym,supplemental,,,TRUE
Lateral Deceleration Squat - FW[V12],https://iamaspire.aspire.qa/ExerciseVideo/Lateral Deceleration Squat - FW[V12].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_852f58fd-1278-4d33-8189-d5e1d0cf1e99.png,Slightly wider stance. Load the hip of the leg closer to the pulley mimicking the lateral squat. Strong push!,strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,strength:dumbbells:regular,bilateral,gym,supplemental,,,TRUE
Lateral Load&Lift - Wall Drill,https://iamaspire.aspire.qa/ExerciseVideo/Lateral Load&Lift - Wall Drill.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_f3bae784-9b44-4bcf-8ca0-ab6148248ee1.png,Squeeze the glute and move hip forward. Push the floor with the big toe|| keeping the heel off the ground. Avoid rotational movement of the trunk.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,monopedal,"pitch,gym,mobile",corrective,,,TRUE
Lateral Lunge w Plate Reach - DI,https://iamaspire.aspire.qa/ExerciseVideo/Lateral Lunge w Plate Reach - DI.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_b35af578-563f-4f1f-9ba3-fa3ab3ed8dd4.png,Chest out and squeeze the core. Align hip|| knee and ankle. Push the weight in front on the way down.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,free-weight:medicine-ball,bilateral,"pitch,gym,mobile",assistance,,,TRUE
Lateral Shuffle & Cut [continuous],https://iamaspire.aspire.qa/ExerciseVideo/Lateral Shuffle & Cut [continuous].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_516a4d27-91a2-4825-bd68-9411dd70528a.png,Quickly move sideways with cutting movement. Focus on the inline foot placement|| knee alignment and keeping the core engaged,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,"total,lower",functional:box,bipedal,"pitch,gym,mobile",assistance,,,TRUE
Lateral Squat - BW,https://iamaspire.aspire.qa/ExerciseVideo/Lateral Squat - BW.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_6a8f1f4f-82cb-4ffb-8842-a00d41d97435.png,Chest out|| move slowly and core strong. Align hip|| knee and ankle. Pressure over midfoot and heel. Hips back.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,monopedal,"gym,pitch,mobile",assistance,,,TRUE
Lateral Walk - Miniband,https://iamaspire.aspire.qa/ExerciseVideo/Lateral Walk - Miniband.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_a04adb15-1ed6-4fd7-b232-f9712a8f4298.png,Core strong and chest out. Keep hip low during movement. Move slowly and control your body. Make wide step.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,lower,free-weight:resistance-bands,,"pitch,gym,mobile",corrective,,,TRUE
Leg Curl - TG,https://iamaspire.aspire.qa/ExerciseVideo/Leg Curl - TG.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_1053c61c-0eea-42b7-863d-dbc16550a991.png,Knees align with the machine's pivot point. Lower pad just above the heel. Control the movement/tempo.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,lower,bodyweight:pull-up-bar,monopedal,"gym,mobile",assistance,,,TRUE
Leg Extension - TG,https://iamaspire.aspire.qa/ExerciseVideo/Leg Extension - TG.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_f18bfe3f-41e9-4f89-8c71-fdb361a47cb2.png,Knees align with the machine's pivot point. Lower pad just above the ankle. Control the movement/tempo.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,lower,functional:keiser,monopedal,"gym,mobile",assistance,,,TRUE
Leg Press - TG,https://iamaspire.aspire.qa/ExerciseVideo/Leg Press - TG.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_8d4ef0da-e814-4307-ac33-ce86bc34d0c8.png,Chest out and squeeze the core. Align hip|| knee|| foot before push. Go down controlled.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,,,gym,assistance,,,TRUE
March - Wall Drill,https://iamaspire.aspire.qa/ExerciseVideo/March - Wall Drill.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_5a50052f-40e9-44f0-a991-216898f867ba.png,Chest out and squeeze the glute. Keep a straight line from head to toe and 45 degree from the floor|| Avoid movement of the trunk.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,run,lower,bodyweight:pull-up-bar,monopedal,"pitch,gym,mobile",corrective,,,TRUE
March in the place,https://iamaspire.aspire.qa/ExerciseVideo/March in the place.mp4,,Strong tall posture when on one leg.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,walk,total,bodyweight:pull-up-bar,monopedal,"pitch,gym,mobile",corrective,,,TRUE
Mid-Thigh High Pull - BB,https://iamaspire.aspire.qa/ExerciseVideo/Mid-Thigh High Pull - BB.mp4,,"Bar at mid-thigh level. Hinge hips back slightly, torso over the bar. Strong push through the floor, extending hips, knees, ankles. As you extend do aggressive vertical pull up to sternum level.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,"total,lower",strength:dumbbells:regular,bilateral,gym,assistance,,,TRUE
Mid-Thigh Pull - BB,,,"Bar at mid-thigh level. Hinge hips back slightly, torso over the bar. Strong push through the floor, extending hips, knees, ankles. As you extend do aggressive vertical shrug. Arms stay extended.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,"total,lower",bodyweight:pull-up-bar,bilateral,gym,assistance,,,TRUE
Mobility Squat,https://iamaspire.aspire.qa/ExerciseVideo/Mobility Squat.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_0f16cf99-e755-4c3e-9682-74f895508ff6.png,Decent to the position where the backs of your thighs come into contact with the backs of your calves and challenge that position with various movements.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,free-weight:medicine-ball,bilateral,"pitch,gym,mobile",corrective,,,TRUE
Mountain Climber,https://iamaspire.aspire.qa/ExerciseVideo/Mountain Climber.mp4,,"High plank position, core braced. Body in a straight line from head to heels. Drive the knees towards the chest in alternating fashion with rhythm.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,,"total,core",,bilateral,"pitch,gym,mobile",assistance,,,TRUE
Multidirectional Lunge - BB,https://iamaspire.aspire.qa/ExerciseVideo/Multidirectional Lunge - BB.mp4,,"Place the barbell on your upper back, then lunging forward, to the side, and backward in a controlled sequence on each leg, keeping your torso upright and core engaged throughout.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,free-weight:external-load,monopedal,gym,assistance,torsional,,TRUE
Multidirectional Lunge - BW,https://iamaspire.aspire.qa/ExerciseVideo/Multidirectional Lunge - BW.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_141ddc39-3bcc-4904-89f1-7701f724ba83.png,"Chest up and core engaged. Step forward, sideways, and backward with control, keeping your knee aligned with your foot. Push back to the start position after each lunge, maintaining balance and posture throughout.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,,monopedal,gym,assistance,torsional,,TRUE
Multidirectional Lunge - WB,https://iamaspire.aspire.qa/ExerciseVideo/Multidirectional Lunge - WB.mp4,,"Chest up and core engaged. Step forward, sideways, and backward with control, keeping your knee aligned with your foot. Push back to the start position after each lunge, maintaining balance and posture throughout.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,monopedal,gym,assistance,torsional,,TRUE
Narrow Bench Press - DB,https://iamaspire.aspire.qa/ExerciseVideo/Narrow Bench Press - DB.mp4,,"Lay on the bench holding two dumbbells close together above your chest. Lower them with elbows tight to your sides, then press back up, focusing on triceps control.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,press,upper,bodyweight:pull-up-bar,bilateral,gym,,linear,,TRUE
Nordic Hamstring - NordBord,https://iamaspire.aspire.qa/ExerciseVideo/Nordic Hamstring - NordBord.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_8117bf3c-fea4-4dbe-924d-151f42861d40.png,Chest out and strong core. Squeeze the glutes to avoid arching. Go down slowly as deep as you can,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,lower,,bipedal,gym,supplemental,linear,,TRUE
Nordic Hamstring - Partner,https://iamaspire.aspire.qa/ExerciseVideo/Nordic Hamstring - Partner.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_5bca0110-b2c8-4544-a3c2-1930e0864864.png,Chest out and strong core. Squeeze the glutes to avoid arching. Go down slowly as deep as you can.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,lower,functional:partner,bipedal,gym,supplemental,linear,,TRUE
Nordic Hamstring Hip Hinge - NordBord,https://iamaspire.aspire.qa/ExerciseVideo/Nordic Hamstring Hip Hinge - NordBord.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_154494eb-f564-4bc1-8376-11d8be082f92.png,Chest out and strong core. Squeeze the glutes to avoid arching. Go down slowly as deep as you can.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,lower,strength:barbells:olympic,bipedal,gym,supplemental,linear,,TRUE
Offset RDL - TB,https://iamaspire.aspire.qa/ExerciseVideo/Offset RDL - TB.mp4,,"Stand tall holding a trap bar with one foot slightly behind (offset stance). Keep chest up and core tight, hinge at the hips, lowering the bar while maintaining a flat back. Drive through the front heel to return, focusing on glute and hamstring control.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,total,free-weight:weightlifting-belt,monopedal,gym,supplemental,linear,,TRUE
